,Film,Eigenvector Centrality,Country,tconst,Year
3373,"Planes, Trains & Automobiles (1987)",3.9963360316281976e-15,USA,tt0093748,1987
3374,Mil gritos tiene la noche (1982),3.996336011659869e-15,USA,tt0082748,1982
3375,Night of the Demon (1980),3.9963360116556925e-15,USA,tt0081229,1980
3376,Rocktober Blood (1984),3.996336011654793e-15,USA,tt0176097,1984
3377,Freddy's Dead: The Final Nightmare (1991),3.772498342460464e-15,USA,tt0101917,1991
3378,Hamlet (1990),3.731599869712057e-15,USA,tt0099726,1990
3379,The Hidden (1987),3.717911131020203e-15,USA,tt0093185,1987
3380,Bachelor Party (1984),3.717705162388032e-15,USA,tt0086927,1984
3381,Dirty Rotten Scoundrels (1988),3.716398515738931e-15,USA,tt0095031,1988
3382,Creepshow 2 (1987),3.716175767185472e-15,USA,tt0092796,1987
3383,Near Dark (1987),3.716175767123775e-15,USA,tt0093605,1987
3384,Brain Damage (1988),3.716175767122405e-15,USA,tt0094793,1988
3385,Nothing in Common (1986),3.716175767122102e-15,USA,tt0091653,1986
3386,That Gang of Mine (1940),3.595595031266569e-15,USA,tt0033144,1940
3387,Judgment at Nuremberg (1961),3.2921381628874224e-15,USA,tt0055031,1961
3388,The Legend of Boggy Creek (1972),2.9455299178935647e-15,USA,tt0068837,1972
3389,The Black Hole (1979),2.9181373171764773e-15,USA,tt0078869,1979
3390,Thirteen Women (1932),2.9144986807465387e-15,USA,tt0023582,1932
3391,Daikaijû kûchûsen: Gamera tai Gyaosu (1967),2.8119513244703987e-15,Japan,tt0061695,1967
3392,Ma and Pa Kettle on Vacation (1953),2.7473735538110234e-15,USA,tt0046020,1953
3393,Francis Covers the Big Town (1953),2.747373553779338e-15,USA,tt0045789,1953
3394,The Legend of Billie Jean (1985),2.62961283874363e-15,USA,tt0089470,1985
3395,Reds (1981),2.622407983436318e-15,USA,tt0082979,1981
3396,She's Working Her Way Through College (1952),2.6224079834359743e-15,USA,tt0045144,1952
3397,Eyes of Laura Mars (1978),2.6198700699250587e-15,USA,tt0077530,1978
3398,The Crawling Hand (1963),2.6143393107036457e-15,USA,tt0056961,1963
3399,D.O.A. (1980),2.6143393107036398e-15,USA,tt0082226,1980
3400,Slacker (1991),2.6140574007492875e-15,USA,tt0102943,1991
3401,The Outsiders (1983),2.613384021249809e-15,USA,tt0086066,1983
3402,Galaxina (1980),2.6133604962917686e-15,USA,tt0080771,1980
3403,Eaten Alive (1976),2.6132295343839605e-15,USA,tt0074455,1976
3404,Dragonslayer (1981),2.613163747866863e-15,USA,tt0082288,1981
3405,Hippy Porn (1993),2.6131631525480324e-15,USA,tt0102042,1993
3406,Man of La Mancha (1972),2.6131626867715465e-15,USA,tt0068909,1972
3407,The Magnificent Fraud (1939),2.6131626867373142e-15,USA,tt0031604,1939
3408,Top Secret! (1984),2.6131625922699634e-15,USA,tt7820482,1984
3409,On a Clear Day You Can See Forever (1970),2.6131625841509186e-15,USA,tt0066181,1970
3410,The Night of the Grizzly (1966),2.61316258241973e-15,USA,tt0060754,1966
3411,The Kindred (1987),2.6131625781926644e-15,USA,tt0091343,1987
3412,Death Before Dishonor (1987),2.613162578192658e-15,USA,tt0092854,1987
3413,Sorority House Massacre (1986),2.613162571620679e-15,USA,tt0091990,1986
3414,Frances (1982),2.613162571338813e-15,USA,tt0083967,1982
3415,Uncommon Valor (1983),2.613162571336873e-15,USA,tt0086508,1983
3416,Rock 'n' Roll High School (1979),2.6131625713238616e-15,USA,tt0079813,1979
3417,Against All Odds (1984),2.6131625713124882e-15,USA,tt0086859,1984
3418,Mr. Blandings Builds His Dream House (1948),2.6131625713096874e-15,USA,tt0040613,1948
3419,Horror High (1973),2.6131625713095075e-15,USA,tt0072331,1973
3420,The Hearse (1980),2.6131625713095067e-15,USA,tt0080853,1980
3421,Oliver's Story (1978),2.613162571309501e-15,USA,tt0078024,1978
3422,The Thrill Killers (1964),2.613162571307153e-15,USA,tt0058653,1964
3423,Teenage Massage Parlor (1976),2.613162571306979e-15,USA,tt0152958,1976
3424,Terror on Tour (1980),2.6131625713069725e-15,USA,tt0081619,1980
3425,Dracula vs. Frankenstein (1971),2.6131625713068364e-15,USA,tt0067017,1971
3426,Texas Lightning (1981),2.6131625713068238e-15,USA,tt0083186,1981
3427,Doomed at Sundown (1937),2.6131625713068238e-15,USA,tt0028802,1937
3428,Deadly Games (1982),2.6131625713068238e-15,USA,tt2226325,1982
3429,Don't Go Near the Water (1957),2.6131625713068238e-15,USA,tt0050327,1957
3430,Bugs Bunny Superstar (1975),2.6131625713068238e-15,USA,tt0072751,1975
3431,Sing Sinner Sing (1933),2.6131625713068238e-15,USA,tt0024564,1933
3432,Unknown Blonde (1934),2.6131625713068238e-15,USA,tt0025934,1934
3433,Jalopy (1953),2.4084187458438075e-15,USA,tt0045926,1953
3434,Heathers (1988),2.3982399388859554e-15,USA,tt0097493,1988
3435,HouseSitter (1992),2.3834489381366252e-15,USA,tt0104452,1992
3436,Missing Millions (1922),2.380614240534831e-15,USA,tt0013395,1922
3437,The Lone Wolf (1924),2.3805176604778003e-15,USA,tt0015079,1924
3438,Colt Comrades (1943),2.3805169288294736e-15,USA,tt0035744,1943
3439,The Kid's Last Ride (1941),2.3805169288294732e-15,USA,tt0033784,1941
3440,Tsuribaka nisshi (1988),2.3805169288294724e-15,Japan,tt0203174,1988
3441,Otoko wa tsurai yo: Torajiro ajisai no koi (1982),2.3805169288294724e-15,Japan,tt0084454,1982
3442,Shachô manyûki (1963),2.3805169288294724e-15,Japan,tt0313591,1963
3443,Kigeki ekimae hanten (1962),2.3805169288294724e-15,Japan,tt0322952,1962
3444,Swedish Erotica 54 (1984),2.3805169288294724e-15,USA,tt0157083,1984
3445,Meitantei Conan: Tokei-jikake no matenrou (1997),2.3805169288294724e-15,Japan,tt0131479,1997
3446,Under Texas Skies (1940),2.3805169288294724e-15,USA,tt0033204,1940
3447,Chikan densha: Kanjôsen (1979),2.3805169288294724e-15,Japan,tt0122941,1979
3448,Blondie in Society (1941),2.380516928829472e-15,USA,tt0033404,1941
3449,The Last of the Mohicans (1992),2.364323108542824e-15,USA,tt0104691,1992
3450,What About Bob? (1991),2.3529567473178126e-15,USA,tt0103241,1991
3451,The Hitcher (1986),2.3475468383079638e-15,USA,tt0091209,1986
3452,A League of Their Own (1992),2.3398743891364548e-15,USA,tt0104694,1992
3453,Under Siege (1992),2.3370061111482237e-15,USA,tt0105690,1992
3454,Broadway Danny Rose (1984),2.3349433016558157e-15,USA,tt0087003,1984
3455,Empire of the Sun (1987),2.3343335889264226e-15,USA,tt0092965,1987
3456,Bill & Ted's Bogus Journey (1991),2.3332201733026964e-15,USA,tt0101452,1991
3457,Drugstore Cowboy (1989),2.333198181531763e-15,USA,tt0097240,1989
3458,Meteor (1979),2.3331975946477406e-15,"USA,Hong Kong",tt0079550,1979
3459,Hearts of Darkness: A Filmmaker's Apocalypse (1991),2.3330195923410866e-15,USA,tt0102015,1991
3460,Bird on a Wire (1990),2.3330053974661126e-15,USA,tt0099141,1990
3461,Jungle Fever (1991),2.3330029079178286e-15,USA,tt0102175,1991
3462,Encino Man (1992),2.3330024776906746e-15,USA,tt0104187,1992
3463,Husbands and Wives (1992),2.333002405270645e-15,USA,tt0104466,1992
3464,The 'Burbs (1989),2.3330023684322922e-15,USA,tt0096734,1989
3465,Baby Boom (1987),2.3330023490732906e-15,USA,tt0092605,1987
3466,Class Act (1992),2.3330023395642264e-15,USA,tt0144140,1992
3467,Roger & Me (1989),2.3330023302200403e-15,USA,tt0098213,1989
3468,Arthur 2: On the Rocks (1988),2.3330023295080204e-15,USA,tt0094678,1988
3469,Kuffs (1992),2.3330023288079706e-15,USA,tt0104647,1992
3470,Cool World (1992),2.333002328518997e-15,USA,tt0104009,1992
3471,Above the Law (1988),2.3330023268571472e-15,USA,tt0094602,1988
3472,'Crocodile' Dundee II (1988),2.333002326830532e-15,USA,tt0092493,1988
3473,Children of a Lesser God (1986),2.333002326776984e-15,USA,tt0090830,1986
3474,Dogfight (1991),2.3330023267769776e-15,USA,tt0101748,1991
3475,Navy Seals (1990),2.3330023267750505e-15,USA,tt0100232,1990
3476,The Stepfather (1987),2.3330023267747795e-15,USA,tt0094035,1987
3477,Last Exit to Brooklyn (1989),2.3330023267747463e-15,USA,tt0097714,1989
3478,Deep Cover (1992),2.3330023267746044e-15,USA,tt0104073,1992
3479,My Favorite Year (1982),2.3330023267746044e-15,USA,tt0084370,1982
3480,Kickboxer 2: The Road Back (1991),2.3330023267746044e-15,USA,tt0102202,1991
3481,Unlawful Entry (1992),2.333002326774598e-15,"Japan,USA",tt0105699,1992
3482,State of Grace (1990),2.3330023267744426e-15,USA,tt0108218,1990
3483,Matewan (1987),2.3330023267744426e-15,USA,tt0093509,1987
3484,A Stranger Among Us (1992),2.3330023267744426e-15,USA,tt0105483,1992
3485,Funny Farm (1988),2.3330023267744426e-15,USA,tt0095188,1988
3486,Love Potion No. 9 (1992),2.3330023267744426e-15,USA,tt0102343,1992
3487,Where Sleeping Dogs Lie (1991),2.3330023267744426e-15,USA,tt0105809,1991
3488,Kafka (1991),2.3330023267744426e-15,USA,tt0102181,1991
3489,Rapid Fire (1992),2.3330023267744363e-15,USA,tt0105219,1992
3490,Beer (1985),2.3330023267744363e-15,USA,tt0088781,1985
3491,Article 99 (1992),2.3330023267744363e-15,USA,tt0101371,1992
3492,All I Want for Christmas (1991),2.3330023267744363e-15,USA,tt0101301,1991
3493,Best Friends (1982),2.3330023267744363e-15,USA,tt0083641,1982
3494,Knock Outs (1992),2.3330023267744363e-15,USA,tt0104629,1992
3495,Guncrazy (1992),2.3330023267744363e-15,USA,tt0104377,1992
3496,Diggstown (1992),2.3330023267744363e-15,USA,tt0104107,1992
3497,Cold Heaven (1991),2.3330023267744363e-15,USA,tt0103982,1991
3498,Innocent Blood (1992),2.3330023267744363e-15,USA,tt0104511,1992
3499,It Lives Again (1978),2.2682854829669387e-15,USA,tt0077756,1978
3500,Halloween 4: The Return of Michael Myers (1988),2.213978926756832e-15,USA,tt0095271,1988
3501,The Mutilator (1984),2.0725644439159054e-15,USA,tt0124014,1984
3502,The Emperor Jones (1933),1.7614983799432326e-15,USA,tt0023985,1933
3503,Star Trek VI: The Undiscovered Country (1991),1.7243468260933493e-15,USA,tt0102975,1991
3504,The Texas Ranger (1931),1.6952166008676466e-15,USA,tt0022473,1931
3505,Dr. Giggles (1992),1.6845094704400492e-15,"USA,Japan",tt0104139,1992
3506,Tarzan's Desert Mystery (1943),1.5944210934748252e-15,USA,tt0035795,1943
3507,Murderers' Row (1966),1.5701918848808306e-15,USA,tt0060728,1966
3508,Claws (1977),1.562356477547935e-15,USA,tt0075857,1977
3509,Cheerleader Camp (1988),1.5351747754169017e-15,"Japan,USA",tt0092744,1988
3510,Graduation Day (1981),1.529400238158681e-15,USA,tt0082467,1981
3511,Splatter University (1984),1.5294002252103242e-15,USA,tt0125510,1984
3512,Furyo bancho nerikan burusu (1969),1.4848774534082771e-15,Japan,tt0223333,1969
3513,Hiroshima shitô hen (1973),1.484875846963035e-15,Japan,tt0070245,1973
3514,Wong Fei Hung IV: Wong je ji fung (1993),1.451533843090945e-15,Hong Kong,tt0107162,1993
3515,What's Love Got to Do with It (1993),1.4490441343242259e-15,USA,tt0108551,1993
3516,Best Defense (1984),1.4385596327574029e-15,USA,tt0086955,1984
3517,Eyes of Fire (1983),1.4003412565311169e-15,USA,tt0085515,1983
3518,Murder in the First (1995),1.398598491291259e-15,USA,tt0113870,1995
3519,The New Adventures of Pippi Longstocking (1988),1.3985975429374728e-15,USA,tt0093744,1988
3520,Hope and Glory (1987),1.3968327507016558e-15,USA,tt0093209,1987
3521,The Accused (1988),1.3899419629449423e-15,USA,tt0094608,1988
3522,Spies Like Us (1985),1.3871413782760556e-15,USA,tt0090056,1985
3523,Dangerous Liaisons (1988),1.3847713919280725e-15,USA,tt0094947,1988
3524,Neighbors (1981),1.383555170268483e-15,USA,tt0082801,1981
3525,Splash (1984),1.3832230337378293e-15,USA,tt0088161,1984
3526,Brewster's Millions (1985),1.3831969041289751e-15,USA,tt0088850,1985
3527,My Degeneration (1990),1.3831735559845873e-15,USA,tt0220658,1990
3528,Dracula (1979),1.3831735557761065e-15,USA,tt0079073,1979
3529,Totally F***ed Up (1993),1.3831735557466333e-15,USA,tt0108366,1993
3530,Mystic Pizza (1988),1.3831734752817858e-15,USA,tt0095690,1988
3531,Moon Over Parador (1988),1.3831734603232694e-15,USA,tt0095654,1988
3532,Ruthless People (1986),1.383173447255971e-15,USA,tt0091877,1986
3533,Grizzly (1976),1.3831734418691396e-15,USA,tt0074593,1976
3534,Adventures in Babysitting (1987),1.383173441299392e-15,USA,tt0092513,1987
3535,Howling II: Stirba - Werewolf Bitch (1985),1.3831734403554192e-15,USA,tt0089308,1985
3536,Who's Harry Crumb? (1989),1.383173440350046e-15,USA,tt0098645,1989
3537,Over the Top (1987),1.3831734403484358e-15,USA,tt0093692,1987
3538,Maximum Overdrive (1986),1.3831734403484358e-15,USA,tt0091499,1986
3539,Summer Rental (1985),1.383173440347828e-15,USA,tt0090098,1985
3540,Slumber Party Massacre II (1987),1.3831734403459006e-15,USA,tt0093996,1987
3541,Slaughter High (1986),1.3831734403457586e-15,USA,tt0091969,1986
3542,Dr. Alien (1989),1.3831734403457521e-15,USA,tt0095060,1989
3543,Stripped to Kill (1987),1.3831734403457393e-15,USA,tt0094061,1987
3544,Down and Out in Beverly Hills (1986),1.3831734403454678e-15,USA,tt0090966,1986
3545,Unhinged (1982),1.3831734403454545e-15,USA,tt0180274,1982
3546,Return to Horror High (1987),1.3831734403454482e-15,USA,tt0093854,1987
3547,Deathrow Gameshow (1987),1.3831734403454482e-15,USA,tt0092859,1987
3548,Magic (1978),1.3831734403454482e-15,USA,tt0077889,1978
3549,The Slayer (1982),1.3831734403454417e-15,USA,tt0084694,1982
3550,Don't Go in the Woods (1981),1.3831734403453058e-15,USA,tt0182996,1981
3551,Girls Nite Out (1982),1.3831734403452995e-15,USA,tt0087336,1982
3552,April Fool's Day (1986),1.3831734403452993e-15,USA,tt0090655,1986
3553,The Prey (1984),1.3831734403452993e-15,USA,tt0086137,1984
3554,Street Trash (1987),1.3831734403452993e-15,USA,tt0094057,1987
3555,Just Before Dawn (1981),1.3831734403452993e-15,USA,tt0082592,1981
3556,The Forest (1982),1.383173440345293e-15,USA,tt0122070,1982
3557,The Big Easy (1986),1.3831734403452928e-15,USA,tt0092654,1986
3558,Boardinghouse (1982),1.3831734403452865e-15,USA,tt0083670,1982
3559,Doctor Detroit (1983),1.3831734403452865e-15,USA,tt0085450,1983
3560,The Dead Pit (1989),1.3831734403452865e-15,USA,tt0122037,1989
3561,The Man with One Red Shoe (1985),1.3831734403452865e-15,USA,tt0089543,1985
3562,Breeders (1986),1.3831734403452865e-15,USA,tt0090771,1986
3563,The Hollywood Strangler Meets the Skid Row Slasher (1979),1.3831734403452865e-15,USA,tt0079300,1979
3564,Appointment with Death (1988),1.38317344034528e-15,USA,tt0094669,1988
3565,The Couch Trip (1988),1.38317344034528e-15,USA,tt0094910,1988
3566,The Laughing Dead (1989),1.38317344034528e-15,USA,tt0097718,1989
3567,Every Time We Say Goodbye (1986),1.38317344034528e-15,USA,tt0091019,1986
3568,The Princess Academy (1987),1.38317344034528e-15,USA,tt0093778,1987
3569,Silver Bullet (1985),1.38317344034528e-15,USA,tt0090021,1985
3570,Punchline (1988),1.38317344034528e-15,USA,tt0095927,1988
3571,Tin Men (1987),1.38317344034528e-15,USA,tt0094155,1987
3572,The Money Pit (1986),1.38317344034528e-15,USA,tt0091541,1986
3573,Trick or Treats (1982),1.38317344034528e-15,USA,tt0084825,1982
3574,Paradise Alley (1978),1.38317344034528e-15,USA,tt0078056,1978
3575,Heart of Midnight (1988),1.38317344034528e-15,USA,tt0095286,1988
3576,Armed and Dangerous (1986),1.38317344034528e-15,USA,tt0090660,1986
3577,Revenge of the Nerds II: Nerds in Paradise (1987),1.38317344034528e-15,USA,tt0093857,1987
3578,And God Created Woman (1988),1.38317344034528e-15,USA,tt0092559,1988
3579,Feds (1988),1.38317344034528e-15,USA,tt0095145,1988
3580,All of Me (1984),1.38317344034528e-15,USA,tt0086873,1984
3581,She's Having a Baby (1988),1.38317344034528e-15,USA,tt0096094,1988
3582,Zatôichi rôyaburi (1967),1.2819001183519607e-15,Japan,tt0062518,1967
3583,It's Alive III: Island of the Alive (1987),1.229104134130892e-15,USA,tt0093286,1987
3584,Clerks (1994),1.1625062125134281e-15,USA,tt0109445,1994
3585,Pride of the Bowery (1940),1.0456136778665115e-15,USA,tt0034064,1940
3586,Sssssss (1973),9.816141841017817e-16,USA,tt0070622,1973
3587,Ma and Pa Kettle at Home (1954),9.766036430810397e-16,USA,tt0047197,1954
3588,Francis Joins the WACS (1954),9.766036430785049e-16,USA,tt0046995,1954
3589,Bao chou (1970),9.514360601971076e-16,Hong Kong,tt0065450,1970
3590,Gamera tai uchu kaijû Bairasu (1968),9.256328641756118e-16,Japan,tt0063000,1968
3591,The Man Who Would Be King (1975),8.607937778470184e-16,USA,tt0073341,1975
3592,Candyman (1992),8.416001484192674e-16,USA,tt0103919,1992
3593,New Nightmare (1994),8.3561778843836e-16,USA,tt0111686,1994
3594,Harry and the Hendersons (1987),8.32869552545705e-16,USA,tt0093148,1987
3595,Test Pilot (1938),8.312001949279647e-16,USA,tt0030848,1938
3596,Victory (1981),7.261452215294336e-16,USA,tt0083284,1981
3597,Du bei dao (1967),7.198794840327167e-16,Hong Kong,tt0061597,1967
3598,Clueless (1995),6.957324712624561e-16,USA,tt0112697,1995
3599,Loose in London (1953),6.926188373771725e-16,USA,tt0046011,1953
3600,The Boogens (1981),6.899574646402044e-16,USA,tt0082094,1981
3601,Wait Until Dark (1967),6.896136457741877e-16,USA,tt0062467,1967
3602,Jason Goes to Hell: The Final Friday (1993),6.894407090940645e-16,USA,tt0107254,1993
3603,The Doom Generation (1995),6.893910235460868e-16,USA,tt0112887,1995
3604,Smoke (1995),6.893910056063843e-16,"Japan,USA",tt0114478,1995
3605,All the Right Moves (1983),6.893910056041599e-16,USA,tt0085154,1983
3606,There's Nothing Out There (1991),6.893910035706384e-16,USA,tt0103077,1991
3607,Mother's Boys (1993),6.893910035704704e-16,USA,tt0107606,1993
3608,The Face in the Fog (1922),6.853208144410428e-16,USA,tt0013109,1922
3609,The Lone Wolf Returns (1926),6.853004499377514e-16,USA,tt0017077,1926
3610,Bar 20 (1943),6.853003279963642e-16,USA,tt0035663,1943
3611,Tumbledown Ranch in Arizona (1941),6.85300327996364e-16,USA,tt0034315,1941
3612,Tsuribaka nisshi 2 (1989),6.853003279963639e-16,Japan,tt0135013,1989
3613,The Trail Blazers (1940),6.853003279963638e-16,USA,tt0033179,1940
3614,Shachô gaiyûki (1963),6.853003279963638e-16,Japan,tt0313589,1963
3615,Kigeki ekimae chagama (1963),6.853003279963638e-16,Japan,tt0322949,1963
3616,Meitantei Conan: 14 banme no target (1998),6.853003279963637e-16,Japan,tt0965649,1998
3617,Swedish Erotica 55 (1984),6.853003279963637e-16,USA,tt0274131,1984
3618,Otoko wa tsurai yo: Hana mo arashi mo Torajirô (1982),6.853003279963637e-16,Japan,tt0086061,1982
3619,Blondie Goes to College (1942),6.853003279963636e-16,USA,tt0034525,1942
3620,Keiko no manbo: Chikan densha - norinige (1981),6.853003279963635e-16,Japan,tt0145436,1981
3621,Mission: Impossible (1996),6.78779191891197e-16,USA,tt0117060,1996
3622,The Gate (1987),6.420405364118699e-16,USA,tt0093075,1987
3623,The Dead Pool (1988),6.301837122490318e-16,USA,tt0094963,1988
3624,Rasen (1998),6.203906883106109e-16,Japan,tt0134928,1998
3625,Gojira vs. Mosura (1992),6.159115363918033e-16,Japan,tt0104352,1992
3626,Soylent Green (1973),5.572482131347506e-16,USA,tt0070723,1973
3627,The Ambushers (1967),5.307225410924733e-16,USA,tt0062657,1967
3628,Dr. Goldfoot and the Bikini Machine (1965),5.307225408521396e-16,USA,tt0059124,1965
3629,Star Trek: Generations (1994),5.238902352656933e-16,USA,tt0111280,1994
3630,The Sugarland Express (1974),5.109016615343349e-16,USA,tt0072226,1974
3631,The Mosquito Coast (1986),5.100427410508468e-16,USA,tt0091557,1986
3632,Ma and Pa Kettle at Waikiki (1955),5.100427410435333e-16,USA,tt0048328,1955
3633,From the Earth to the Moon (1958),5.100427410433846e-16,USA,tt0051638,1958
3634,Francis in the Navy (1955),5.100427410433783e-16,USA,tt0048092,1955
3635,Pollyanna (1960),5.054587255904051e-16,USA,tt0054195,1960
3636,'A' gai wak (1983),5.001647460028206e-16,Hong Kong,tt0085127,1983
3637,Wong Fei Hung chi neung: Lung shing chim pa (1994),5.001647460001047e-16,Hong Kong,tt0110073,1994
3638,Come on Danger! (1932),4.955248525539199e-16,USA,tt0022774,1932
3639,The Half-Breed (1952),4.936971463885653e-16,USA,tt0044681,1952
3640,Furyo bancho okuri ookami (1969),4.668477510402256e-16,Japan,tt0223335,1969
3641,Jingi naki tatakai: Dairi sensô (1973),4.668474859502516e-16,Japan,tt0070244,1973
3642,The Fugitive (1993),4.607794861691646e-16,USA,tt0106977,1993
