,Film,Betweenness Centrality,Country,tconst,Year
2636,And God Created Woman (1988),1.346932954272033e-06,USA,tt0092559,1988
2637,The Perfect Storm (2000),1.3468698841885468e-06,USA,tt0177971,2000
2638,Ernest Rides Again (1993),1.3436289262927982e-06,USA,tt0106827,1993
2639,Monster in the Closet (1986),1.3387636268636631e-06,USA,tt0091544,1986
2640,The Omega Man (1971),1.336801170932657e-06,USA,tt0067525,1971
2641,Frightmare (1983),1.3276923412246618e-06,USA,tt0083973,1983
2642,Times Square (1980),1.3245629785706774e-06,USA,tt0081635,1980
2643,Halloween II (2009),1.32333213856945e-06,USA,tt7064690,2009
2644,Belly (1998),1.3229736732492686e-06,USA,tt0158493,1998
2645,Munchies (1987),1.3194014462674254e-06,USA,tt0093582,1987
2646,Bulworth (1998),1.3191253012093196e-06,USA,tt0118798,1998
2647,The Patsy (1964),1.31879007503008e-06,USA,tt0058456,1964
2648,Nightmare Sisters (1988),1.3183353360932117e-06,USA,tt0093628,1988
2649,Hardcore Henry (2015),1.3168592730539547e-06,USA,tt3072482,2015
2650,Hiding Out (1987),1.3165264856554466e-06,USA,tt0093186,1987
2651,Star Trek: Insurrection (1998),1.3154023670585886e-06,USA,tt0120844,1998
2652,Squirm (1976),1.3142851424027167e-06,USA,tt0075261,1976
2653,Disconnected (1983),1.3139506340283977e-06,USA,tt0085442,1983
2654,Poolhall Junkies (2002),1.3096829453586263e-06,USA,tt0273982,2002
2655,Telefon (1977),1.3049235567083253e-06,USA,tt0076804,1977
2656,Breakfast with Hunter (2003),1.3029786337733404e-06,USA,tt0367565,2003
2657,Night of the Demons (1988),1.3020834164429177e-06,USA,tt0093624,1988
2658,Deuce Bigalow: European Gigolo (2005),1.2970664333488191e-06,USA,tt0367652,2005
2659,RoboCop (2014),1.2969895535529564e-06,USA,tt1234721,2014
2660,Overboard (1987),1.2969765938708364e-06,USA,tt0093693,1987
2661,Edtv (1999),1.2921978502525297e-06,USA,tt0131369,1999
2662,Trekkies (1997),1.291470765348169e-06,USA,tt0120370,1997
2663,For Love or Money (1993),1.29034850011837e-06,USA,tt0106941,1993
2664,The Art of Dying (1991),1.2874164568227357e-06,USA,tt0101369,1991
2665,Darkness Falls (2003),1.2871815588635426e-06,USA,tt0282209,2003
2666,In the Cold of the Night (1990),1.2831722267452983e-06,USA,tt0097573,1990
2667,Dark Passage (1947),1.2817574833861524e-06,USA,tt0039302,1947
2668,Captain America (1990),1.2815865352302556e-06,USA,tt0103923,1990
2669,The Pearl of Death (1944),1.2814938384469706e-06,USA,tt0037168,1944
2670,Book of Shadows: Blair Witch 2 (2000),1.2795068887959532e-06,USA,tt0229260,2000
2671,Sugar Cookies (1973),1.2753470894840884e-06,USA,tt0070746,1973
2672,Confessions of a Teenage Drama Queen (2004),1.2733397603992345e-06,USA,tt0361467,2004
2673,The Sugarland Express (1974),1.2701561001037337e-06,USA,tt0072226,1974
2674,Bridge to Terabithia (2007),1.2675013241476483e-06,USA,tt0398808,2007
2675,Brute Force (1947),1.2629399323425664e-06,USA,tt0039224,1947
2676,Sleepwalkers (1992),1.2617394262603337e-06,USA,tt0105428,1992
2677,Paranormal Activity: The Marked Ones (2014),1.2604716782307303e-06,USA,tt2473682,2014
2678,Xiao Qian (1997),1.2552231739390887e-06,"Hong Kong,Japan",tt0125037,1997
2679,X: The Unheard Music (1986),1.2527552445236622e-06,USA,tt0092137,1986
2680,Killjoy Goes to Hell (2012),1.2502795747014953e-06,USA,tt2256858,2012
2681,The Magnificent Seven (1960),1.2455397703996905e-06,USA,tt0054047,1960
2682,Phantasm II (1988),1.2437648873199473e-06,USA,tt0095863,1988
2683,Logan's Run (1976),1.2436142858049383e-06,USA,tt0074812,1976
2684,F/X2 (1991),1.243559412689214e-06,USA,tt0101846,1991
2685,House of Wax (1953),1.242459281006652e-06,USA,tt0045888,1953
2686,The People vs. Larry Flynt (1996),1.2392710678554776e-06,USA,tt0117318,1996
2687,This Is 40 (2012),1.2297153582403387e-06,USA,tt1758830,2012
2688,Fifty Shades of Grey (2015),1.2282909021631595e-06,USA,tt2322441,2015
2689,Uptown Saturday Night (1974),1.2282094472424816e-06,USA,tt0072351,1974
2690,Hellraiser: Revelations (2011),1.2265824923794636e-06,USA,tt1716747,2011
2691,Diary of the Dead (2007),1.2263868918912233e-06,USA,tt0848557,2007
2692,Across the Universe (2007),1.22565617232288e-06,USA,tt0445922,2007
2693,Through the Devil's Eyes (2014),1.2251756087056464e-06,USA,tt3161308,2014
2694,Child's Play 3 (1991),1.225076962195531e-06,USA,tt0103956,1991
2695,Paper Moon (1973),1.2244603773407449e-06,USA,tt0070510,1973
2696,Bound (1996),1.223574069022157e-06,USA,tt0115736,1996
2697,Di shi pan guan (1993),1.223045633981599e-06,Hong Kong,tt0106714,1993
2698,Halloween 4: The Return of Michael Myers (1988),1.2229587525859063e-06,USA,tt0095271,1988
2699,An Enraged New World (2002),1.2228098944586589e-06,USA,tt0291150,2002
2700,Siu nin Wong Fei Hung chi: Tit ma lau (1993),1.2218643694619914e-06,Hong Kong,tt0108148,1993
2701,Green Lantern (2011),1.2214931341296983e-06,USA,tt1133985,2011
2702,Stick (1985),1.2209235189428802e-06,USA,tt0090073,1985
2703,Charley Varrick (1973),1.2197162684350144e-06,USA,tt0069865,1973
2704,To hok wai lung (1991),1.2180940322245884e-06,Hong Kong,tt0103045,1991
2705,Bones (2001),1.2130549504193742e-06,USA,tt0166110,2001
2706,The Bank Dick (1940),1.2094544674600176e-06,USA,tt0032234,1940
2707,D2: The Mighty Ducks (1994),1.204822085919666e-06,USA,tt0109520,1994
2708,The Last Castle (2001),1.2005344410918758e-06,USA,tt0272020,2001
2709,The Santa Clause (1994),1.200534372388333e-06,USA,tt0111070,1994
2710,Slither (2006),1.2004161642582817e-06,USA,tt0439815,2006
2711,Hard Ticket to Hawaii (1987),1.197132251453244e-06,USA,tt0093146,1987
2712,Zelig (1983),1.1948647636432804e-06,USA,tt0086637,1983
2713,An American Tail: Fievel Goes West (1991),1.193438657372428e-06,USA,tt0101329,1991
2714,To Catch a Thief (1955),1.1933710788664707e-06,USA,tt0048728,1955
2715,Alice Doesn't Live Here Anymore (1974),1.1930661270552747e-06,USA,tt0071115,1974
2716,Harry Potter and the Order of the Phoenix (2007),1.1911521633993156e-06,USA,tt0373889,2007
2717,A New Wave (2006),1.1906230670219079e-06,USA,tt0421143,2006
2718,Smokey and the Bandit (1977),1.1877133311027174e-06,USA,tt0076729,1977
2719,What About Bob? (1991),1.1870418242617397e-06,USA,tt0103241,1991
2720,Che: Part One (2008),1.1856391458784684e-06,USA,tt0892255,2008
2721,Girl Shy (1924),1.1841031388028246e-06,USA,tt0014945,1924
2722,The Horse Whisperer (1998),1.1841013682143712e-06,USA,tt0119314,1998
2723,Modern Problems (1981),1.1814354391136989e-06,USA,tt0082763,1981
2724,Jimmy the Gent (1934),1.1798884668772737e-06,USA,tt0025330,1934
2725,The Black Hole (1979),1.1766560645503912e-06,USA,tt0078869,1979
2726,Hollywood Mouth 2 (2014),1.1748394789047292e-06,USA,tt2576002,2014
2727,Dead Poets Society (1989),1.1732560192733581e-06,USA,tt0097165,1989
2728,Man of a Thousand Faces (1957),1.1705946363842788e-06,USA,tt0050681,1957
2729,Man of the Year (2006),1.1671632712953374e-06,USA,tt0483726,2006
2730,Lord of War (2005),1.1670217969594229e-06,USA,tt0399295,2005
2731,The Boxtrolls (2014),1.1575615676495408e-06,USA,tt0787474,2014
2732,SLC Punk! (1998),1.157548511835477e-06,USA,tt0133189,1998
2733,The Net (1995),1.1560266707367334e-06,USA,tt0113957,1995
2734,Chikyû kogeki meirei: Gojira tai Gaigan (1972),1.15199819001836e-06,Japan,tt0068371,1972
2735,"Oh, God! (1977)",1.151625898286744e-06,USA,tt0076489,1977
2736,Brubaker (1980),1.1487841627081999e-06,USA,tt0080474,1980
2737,The Return of the Texas Chainsaw Massacre (1994),1.148436448187786e-06,USA,tt0110978,1994
2738,Insidious: Chapter 2 (2013),1.1398148641219187e-06,USA,tt2226417,2013
2739,Selena (1997),1.1385673366419922e-06,USA,tt0120094,1997
2740,Win a Date with Tad Hamilton! (2004),1.1382480503775567e-06,USA,tt0335559,2004
2741,Slave Ship (1937),1.1376946450700523e-06,USA,tt0029577,1937
2742,Hotel Transylvania (2012),1.1364416820064576e-06,USA,tt0837562,2012
2743,"Baby, Take a Bow (1934)",1.13124226371931e-06,USA,tt0024854,1934
2744,It Takes Two (1995),1.1294311132716715e-06,USA,tt0113442,1995
2745,Deathstalker II (1987),1.1285418610293226e-06,USA,tt0092860,1987
2746,Fascination (1980),1.1275504572392533e-06,USA,tt0080720,1980
2747,Kicking and Screaming (1995),1.1271194222948974e-06,USA,tt0113537,1995
2748,The Saphead (1920),1.1261357138801074e-06,USA,tt0011652,1920
2749,When Nature Calls (1985),1.1240568358781015e-06,USA,tt0090314,1985
2750,Twilight: Los Angeles (2000),1.122551697370271e-06,USA,tt0237865,2000
2751,Leprechaun 2 (1994),1.1217195687116583e-06,USA,tt0110329,1994
2752,Graveyard Shift (1990),1.1216321141868265e-06,"USA,Japan",tt0099697,1990
2753,Joey (1985),1.120476740443524e-06,USA,tt0089378,1985
2754,How to Lose a Guy in 10 Days (2003),1.1203310988984036e-06,USA,tt0251127,2003
2755,Stardust Memories (1980),1.1190456044189984e-06,USA,tt0081554,1980
2756,Stripes (1981),1.1188018743977116e-06,USA,tt0083131,1981
2757,Alvin and the Chipmunks: The Squeakquel (2009),1.1181060309664637e-06,USA,tt1231580,2009
2758,Airport 1975 (1974),1.1178251071918985e-06,USA,tt0071110,1974
2759,Fortress (1992),1.1176472537252323e-06,USA,tt0106950,1992
2760,Judgment Night (1993),1.1148966700817326e-06,"USA,Japan",tt0107286,1993
2761,Sundown: The Vampire in Retreat (1989),1.1131313030978636e-06,USA,tt0098412,1989
2762,Pet Sematary II (1992),1.1112904525126889e-06,USA,tt0105128,1992
2763,About a Boy (2002),1.1102448737052907e-06,USA,tt0276751,2002
2764,Bubble Boy (2001),1.110067659001081e-06,USA,tt0258470,2001
2765,Addicted to Love (1997),1.1097835846403996e-06,USA,tt0118556,1997
2766,Look Who's Talking Now (1993),1.1064641463886768e-06,USA,tt0107438,1993
2767,The Last Party (1993),1.1063293068520653e-06,USA,tt0107372,1993
2768,Hustle & Flow (2005),1.1059276266800399e-06,USA,tt0410097,2005
2769,Return of the Living Dead: Necropolis (2005),1.1053534378002109e-06,USA,tt0411805,2005
2770,Star Trek IV: The Voyage Home (1986),1.1048488789798162e-06,USA,tt0092007,1986
2771,In Cold Blood (1967),1.1040466259290384e-06,USA,tt0061809,1967
2772,Attack of the Puppet People (1958),1.1024387626144142e-06,USA,tt0051381,1958
2773,Tusk (2014),1.100149392115213e-06,USA,tt3099498,2014
2774,Children of the Corn III: Urban Harvest (1995),1.0994913806161935e-06,USA,tt0109415,1995
2775,V.I. Warshawski (1991),1.0992555900563362e-06,USA,tt0103184,1991
2776,Noises Off... (1992),1.0989412026431923e-06,USA,tt0105017,1992
2777,10 Cloverfield Lane (2016),1.097723512823356e-06,USA,tt1179933,2016
2778,Aquamarine (2006),1.0950228550631352e-06,USA,tt0429591,2006
2779,The Other Guys (2010),1.0948414477940792e-06,USA,tt1386588,2010
2780,Zebraman (2004),1.0934787213398237e-06,Japan,tt0388556,2004
2781,The Outfit (1973),1.0930989959273863e-06,USA,tt0071960,1973
2782,Shallow Hal (2001),1.089281005996965e-06,USA,tt0256380,2001
2783,Needful Things (1993),1.087702327659239e-06,USA,tt0107665,1993
2784,Red Dawn (2012),1.0867892780885427e-06,USA,tt1234719,2012
2785,What Is It? (2005),1.0836934131057316e-06,USA,tt0118141,2005
2786,Me Myself and I (1992),1.0832973286048352e-06,USA,tt0104835,1992
2787,The Treasure of the Sierra Madre (1948),1.0830519849136971e-06,USA,tt0040897,1948
2788,Mortal Kombat (1995),1.0819739084297604e-06,USA,tt0113855,1995
2789,Black Mama White Mama (1973),1.0813516019061747e-06,USA,tt0068282,1973
2790,The Maze Runner (2014),1.0768910945215058e-06,USA,tt1790864,2014
2791,Rollerball (1975),1.0765328825129634e-06,USA,tt0073631,1975
2792,Secret Admirer (1985),1.0761567439511592e-06,USA,tt0089981,1985
2793,Ninjas vs. Vampires (2010),1.0748461387773824e-06,USA,tt1748134,2010
2794,Ghosts of the Abyss (2003),1.0737902095917103e-06,USA,tt0297144,2003
2795,Bicentennial Man (1999),1.073751976397145e-06,USA,tt0182789,1999
2796,Revenge of the Pink Panther (1978),1.072469131408647e-06,USA,tt0078163,1978
2797,Cabin Boy (1994),1.0723591854558123e-06,USA,tt0109361,1994
2798,The Egg and I (1947),1.0702576539986006e-06,USA,tt0039349,1947
2799,Ghost World (2001),1.0692324384059662e-06,USA,tt0162346,2001
2800,WNUF Halloween Special (2013),1.0658609099073546e-06,USA,tt3104078,2013
2801,The Majestic (2001),1.0647862922715494e-06,USA,tt0268995,2001
2802,Ghoulies (1984),1.0640470462857276e-06,USA,tt0089200,1984
2803,Road to Zanzibar (1941),1.063854739429815e-06,USA,tt0034116,1941
2804,Party Monster (2003),1.0631565931623388e-06,USA,tt0320244,2003
2805,Raw Deal (1986),1.0630079374551137e-06,USA,tt0091828,1986
2806,Jungle Jim (1948),1.0619748058815452e-06,USA,tt0040501,1948
2807,True Grit (2010),1.061546813642119e-06,USA,tt1403865,2010
2808,Who's That Girl (1987),1.0598159923096833e-06,USA,tt0094321,1987
2809,Fast and Loose (1939),1.05881750904075e-06,USA,tt0031299,1939
2810,The Bucket List (2007),1.0586628945186766e-06,USA,tt0825232,2007
2811,Boo! A Madea Halloween (2016),1.0567661311699886e-06,USA,tt5325452,2016
2812,Superman Returns (2006),1.0566648422354234e-06,USA,tt0348150,2006
2813,40 Days and 40 Nights (2002),1.0559347535210691e-06,USA,tt0243736,2002
2814,It's a Mad Mad Mad Mad World (1963),1.052985719018011e-06,USA,tt0057193,1963
2815,Mr. Brooks (2007),1.0519160155155839e-06,USA,tt0780571,2007
2816,Next Friday (2000),1.0513896311756748e-06,USA,tt0195945,2000
2817,Chinjeolhan geumjassi (2005),1.0513193692372773e-06,South Korea,tt0451094,2005
2818,Evolution (2001),1.0477454197868083e-06,USA,tt0251075,2001
2819,Leatherface: Texas Chainsaw Massacre III (1990),1.0454359354365692e-06,USA,tt0099994,1990
2820,Rambo (2008),1.0441932215924478e-06,USA,tt0462499,2008
2821,Heartburn (1986),1.042314134772047e-06,USA,tt0091188,1986
2822,Nothing in Common (1986),1.0410355307743603e-06,USA,tt0091653,1986
2823,St. Elmo's Fire (1985),1.0405855516651437e-06,USA,tt0090060,1985
2824,Primal Fear (1996),1.039576999356366e-06,USA,tt0117381,1996
2825,Still Smokin (1983),1.0377849911014482e-06,USA,tt0086366,1983
2826,South Pacific (1958),1.0358277846160662e-06,USA,tt0052225,1958
2827,Donnie Brasco (1997),1.0352392390505937e-06,USA,tt0119008,1997
2828,Huo yuanjia (2006),1.0349933039361105e-06,"China,Hong Kong",tt0446059,2006
2829,The Lone Ranger (2013),1.0331337250288454e-06,USA,tt1210819,2013
2830,Pushing Tin (1999),1.032436811478568e-06,USA,tt0120797,1999
2831,Awkward Thanksgiving (2014),1.0324134791779952e-06,USA,tt3581294,2014
2832,Beethoven (1992),1.0258408925818251e-06,USA,tt0103786,1992
2833,American Movie (1999),1.0251066025330336e-06,USA,tt0181288,1999
2834,Demonwarp (1988),1.0239373483646657e-06,USA,tt0094998,1988
2835,John Wick (2014),1.0224721750713298e-06,"USA,China",tt2911666,2014
2836,Battleship (2012),1.0207183989272671e-06,USA,tt1440129,2012
2837,Chung Hing sam lam (1994),1.0195361717067844e-06,Hong Kong,tt0109424,1994
2838,3 Wicked Witches (2014),1.0157857318667302e-06,USA,tt3174226,2014
2839,The Ghost and Mr. Chicken (1966),1.015328660935314e-06,USA,tt0059221,1966
2840,D.C. Cab (1983),1.0119642405787515e-06,USA,tt0085387,1983
2841,Night of the Creeps (1986),1.0084625769021068e-06,USA,tt0091630,1986
2842,Sleeping Beauty (1959),1.0047430231649012e-06,USA,tt0053285,1959
2843,National Lampoon's Vacation (1983),1.0036947472423653e-06,USA,tt0085995,1983
2844,The Mutilator (1984),1.0032258100925504e-06,USA,tt0124014,1984
2845,Du bi quan wang da po xue di zi (1976),1.0030530416344173e-06,"Taiwan,Hong Kong",tt0072913,1976
2846,Can't Buy Me Love (1987),1.0023177292053525e-06,USA,tt0092718,1987
2847,Dead Again (1991),1.0006393824652497e-06,USA,tt0101669,1991
2848,The Whole Ten Yards (2004),9.986722112467074e-07,USA,tt0327247,2004
2849,Voyage of the Rock Aliens (1984),9.982030935544054e-07,USA,tt0096402,1984
2850,You Don't Mess with the Zohan (2008),9.974031514717883e-07,USA,tt0960144,2008
2851,Stakeout (1987),9.959340371067172e-07,USA,tt0094025,1987
2852,Tank Girl (1995),9.957659032834083e-07,USA,tt0114614,1995
2853,Blackballed: The Bobby Dukes Story (2004),9.939986841358838e-07,USA,tt0379184,2004
2854,Happy Endings (2005),9.934941331673226e-07,USA,tt0361693,2005
2855,K-19: The Widowmaker (2002),9.852980124771367e-07,USA,tt0267626,2002
2856,Psycho (1998),9.836800596458342e-07,USA,tt0155975,1998
2857,State and Main (2000),9.82553068413045e-07,USA,tt0120202,2000
2858,Mosura (1996),9.796344817440182e-07,Japan,tt0117089,1996
2859,A Goofy Movie (1995),9.794015393909788e-07,USA,tt0113198,1995
2860,Ying xiong wu lei (1986),9.786746151907e-07,Hong Kong,tt0092264,1986
2861,Brain Dead (1990),9.784708707345705e-07,USA,tt0103873,1990
2862,Blades of Glory (2007),9.770483156133558e-07,USA,tt0445934,2007
2863,Ôdishon (1999),9.744033226144395e-07,Japan,tt0235198,1999
2864,Death Force (1978),9.736774938146184e-07,USA,tt0076024,1978
2865,Crumb (1994),9.730161313390277e-07,USA,tt0109508,1994
2866,King Kong (1976),9.700079173311374e-07,USA,tt0074751,1976
2867,"Tramp, Tramp, Tramp (1926)",9.694394131084252e-07,USA,tt0017483,1926
2868,Waitress! (1981),9.680611611454482e-07,USA,tt0083312,1981
2869,So I Married an Axe Murderer (1993),9.674655451285795e-07,USA,tt0108174,1993
2870,The Gamers: Dorkness Rising (2008),9.639676391601153e-07,USA,tt0447166,2008
2871,The Twilight Saga: Eclipse (2010),9.638051206178613e-07,USA,tt1325004,2010
2872,Bamboozled (2000),9.628064672692629e-07,USA,tt0215545,2000
2873,Hayride (2012),9.606107408600414e-07,USA,tt1861343,2012
2874,Cinerama Adventure (2002),9.599033691804684e-07,USA,tt0279734,2002
2875,Caddyshack II (1988),9.57729534870583e-07,USA,tt0094824,1988
2876,Unhinged (1982),9.572611770912835e-07,USA,tt0180274,1982
2877,Night Feeders (2006),9.563665107826037e-07,USA,tt0760319,2006
2878,Stealing Harvard (2002),9.538585402190739e-07,USA,tt0265808,2002
2879,School for Scoundrels (2006),9.532228075440149e-07,USA,tt0462519,2006
2880,Fear of a Black Hat (1993),9.509483452274812e-07,USA,tt0106880,1993
2881,The Amazing Spider-Man (2012),9.496854266957941e-07,USA,tt0948470,2012
2882,Munchie (1992),9.468944671494652e-07,USA,tt0104938,1992
2883,Deadly Eyes (1982),9.468885558735248e-07,Hong Kong,tt0083801,1982
2884,Running on Empty (1988),9.464802048229713e-07,USA,tt0096018,1988
2885,The Room (2003),9.457414384182244e-07,USA,tt21056480,2003
2886,Monster (2003),9.453309647757151e-07,USA,tt0340855,2003
2887,20 Million Miles to Earth (1957),9.437186611815728e-07,USA,tt0050084,1957
2888,The King and I (1956),9.42472656469365e-07,USA,tt0049408,1956
2889,Kingdom of the Vampire (1991),9.41947356641214e-07,USA,tt0239094,1991
2890,The Commitments (1991),9.411479143620775e-07,USA,tt0101605,1991
2891,I'm Gonna Git You Sucka (1988),9.389537487300926e-07,USA,tt0095348,1988
2892,Dead or Alive: Hanzaisha (1999),9.30902814536263e-07,Japan,tt0221111,1999
2893,8 to 4 (1981),9.305508129147616e-07,USA,tt0161214,1981
2894,Gekitotsu! Satsujin ken (1974),9.267133973852598e-07,Japan,tt0073756,1974
2895,Bombshell (1933),9.266569002405406e-07,USA,tt0230410,1933
2896,Operation Delta Force 3: Clear Target (1998),9.252421568813947e-07,USA,tt0118864,1998
2897,Hairspray (2007),9.245573168959879e-07,USA,tt0427327,2007
2898,Twice Upon a Time (1983),9.23740881708448e-07,USA,tt0086489,1983
2899,Clean Slate (1994),9.229357927636699e-07,USA,tt0109443,1994
2900,Zabriskie Point (1970),9.223055454899166e-07,USA,tt0066601,1970
2901,Vampire Hunter D: Bloodlust (2000),9.215435066644367e-07,"Japan,USA",tt0216651,2000
2902,The Bachelor (1999),9.201662068770858e-07,USA,tt0120596,1999
2903,Planet B-Boy (2007),9.181684400856654e-07,USA,tt0770796,2007
2904,Dead West (2016),9.181684400856654e-07,USA,tt5220430,2016
2905,The Trouble with Angels (1966),9.167536967265195e-07,USA,tt0061122,1966
2906,A League of Their Own (1992),9.151908355996113e-07,USA,tt0104694,1992
2907,Cobra (1986),9.148251987372662e-07,USA,tt0090859,1986
2908,The Time Machine (2002),9.142058918135281e-07,USA,tt0268695,2002
2909,Romancing the Stone (1984),9.134970980412469e-07,USA,tt0088011,1984
2910,Girl 6 (1996),9.094010121385429e-07,USA,tt0116414,1996
2911,'A' gai wak (1983),9.092555569230464e-07,Hong Kong,tt0085127,1983
2912,Street Fighter (1994),9.089149875711136e-07,"Japan,USA",tt1579705,1994
